done,rewards,cumulative_reward,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,action_0,action_1,action_2,action_3
0.0,-0.19387970864772797,-0.19387970864772797,0.07182133105207388,1.0303074000366474,-2.197070731153975,0.6602366090458257,0.8170782380143135,-0.11607464382025984,1.4635719866037709,-1.1173918428975422,1.0475751054336064,-5.806711929663401,-3.826233435303482,3.5681735759167608,1.1423095586646592,1.9860184082945573,2.741870087595219,2.766705112170936,2.782947258513052,2.787628296850583,2.775607288229544,2.740008170235824,2.6704241685773975,2.5532861478414555,0.8928206452110066,0.03093483169507141,-0.5600749254226685,-1.0,-1.0,1.0
0.0,-0.156654492020607,-0.35053420066833496,0.07759836264201142,0.3921710465035776,-2.251978711040677,0.5243238698820625,0.5561495998863073,-1.1344309843401412,1.9678403955479364,1.4562349499380491,-0.9545854561133501,-3.9689463338686135,0.4142500845695987,2.3051616696736357,0.011257484205386558,1.9860184082945573,2.93605466370446,2.9624301618225766,2.9796304990230715,2.984497430526024,2.971554048537216,2.933479360666774,2.8591767029992687,2.734168872077412,0.8928206452110066,0.03093483169507141,-1.0,1.0,1.0,1.0
0.0,-0.08338094502687454,-0.4339151382446289,0.06601122723963497,-0.1337180107440501,-2.3273631352935538,1.5875341739887328,0.46382336842004923,-0.41439417067928735,2.172395771005454,0.8582842052812429,1.0475751054336064,-4.234042036120126,2.5471091399186663,2.484012902419196,0.011257461615142128,1.9860184082945573,3.052825580175318,3.0801282066047686,3.097904546769245,3.1028821458047617,3.0893855921894393,3.049821543838555,2.972681476686544,2.84294054377632,0.8928206452110066,0.03093483169507141,-0.4686276316642761,0.8074923753738403,1.0,1.0
0.0,-0.11677925288677216,-0.5506944060325623,0.06949570647822904,0.15186372074550067,-2.3041894448962026,2.533208065678081,0.2769399655551273,-0.88438948823421,2.537460490451698,1.4608959996196638,1.0475751054336064,-3.971213802848782,3.6082540305019672,1.5145098771369154,0.011418665600114878,1.9860184082945573,3.229944913246647,3.2586533172001313,3.277303550443803,3.2824505380421813,3.2681123054006607,3.2262887806876237,3.144847442590029,3.007927041113779,0.8928206452110066,0.03093483169507141,-1.0,0.7803975939750671,0.8917465209960938,1.0
0.0,-0.15172520279884338,-0.702419638633728,0.11757632904313974,0.7481974895052649,-2.260614373184375,2.1530399387362094,0.03396177738653244,-1.1344320432782498,2.5908229326845413,0.3213956045675645,-0.9545854561133501,-3.6496634471830056,3.607856502767401,1.262909770070012,0.011257913420006517,-0.5035199742970834,3.3686365045709112,3.3984453970991813,3.4177800648052923,3.423059570863222,3.4080627920778275,3.364471299939945,3.2796595267176047,3.137118162436796,0.8928206452110066,0.03093483169507141,-1.0,-0.39711886644363403,1.0,1.0
0.0,-0.17019686102867126,-0.8726165294647217,0.1837310209125818,0.9874096750829745,-2.256982824697926,1.703081398026346,-0.1582994856620855,-0.8520017338222438,2.277585582485805,-1.1174695423993766,-0.9545854561133501,-3.334439328203064,3.607856502767401,1.2630216508843164,0.011257823059053028,-0.5035199742970834,3.4716655447539524,3.502292094866545,3.5221348217148707,3.527512157685216,3.512026233042059,3.467121560539252,3.37980642584345,3.2330894313426435,0.8928206452110066,0.03093483169507141,-0.38488098978996277,-1.0,1.0,1.0
0.0,-0.1868913322687149,-1.0595078468322754,0.26554761904181917,1.2104024175689345,-2.22747237078483,1.2741563158611737,-0.41670529273625617,-1.1344327051145673,1.9761466567304062,-1.1174696958041186,-0.9545854561133501,-3.019306422123565,3.6078573891168646,1.2630178873095232,0.011258184502963928,-0.5035199742970834,3.546790448654392,3.5780132573941987,3.5982261414456937,3.6036755022429205,3.587833340975242,3.541970283254932,3.452830226055247,3.303068045597276,0.8928206452110066,0.03093483169507141,-0.45370450615882874,-1.0,1.0,1.0
0.0,-0.1847040206193924,-1.2442119121551514,0.3449599770404773,1.1752107432446832,-2.224720713635913,0.8485954943648825,-0.6763428610152992,-1.1344455447391315,1.6760700443591074,-1.1174700026136026,-0.9545854561133501,-2.704148693399537,3.607875116106143,1.2630168608800343,0.011264600132342026,-0.5035199742970834,3.5944549546295863,3.6260557774105657,3.646504491360045,3.6519987529338382,3.635930177338309,3.589458996552599,3.499161796185246,3.3474675033854058,0.8928206452110066,0.03093483169507141,-0.49759650230407715,-0.9995959997177124,1.0,1.0
0.0,-0.1662624329328537,-1.4104743003845215,0.4215422977136615,1.1338808343118436,-2.2224406838696495,0.43125687622416037,-0.9368604963077104,-1.1344323080127767,1.3763979007189056,-1.1174695423993766,-0.9545854561133501,-2.388987427006455,3.6078569459421326,1.2630184005242677,0.011257823059053028,-0.5035199742970834,3.615200890568518,3.646966632994706,3.6675182665076616,3.6730319744093425,3.656863945435078,3.6101291119440715,3.5193270219915878,3.366792229194142,0.8928206452110066,0.03093483169507141,-0.4903067350387573,-0.4857463240623474,1.0,1.0
0.0,-0.15830011665821075,-1.5687744617462158,0.5002906955644768,1.17014080556488,-2.1384876629212144,0.1871236181940173,-1.4027451104779316,-2.129140393058665,1.7604608946958662,1.456234873235678,-0.9545854561133501,-2.0728091986826467,3.607856059592669,1.2630192558821753,0.011257190532217031,-0.5035199742970834,3.6192762770610805,3.651074011647957,3.671644788598952,3.677163855395239,3.6609770470457663,3.614189130765405,3.5232885692680282,3.3705880415005747,0.8928206452110066,0.03093483169507141,0.006653949618339539,1.0,1.0,1.0
0.0,-0.15297776460647583,-1.7217521667480469,0.5681070978787834,1.014098768333728,-2.151290484146267,-0.20831536208191978,-1.8215237385648186,-1.916338705777282,2.13591112401637,1.4562349499380491,-0.9545854561133501,-1.7564802656571377,3.607856502767401,1.2630175451663603,0.011257642337097577,-0.5035199742970834,3.59792779114216,3.6295564371165483,3.6500223552093196,3.6555208723294523,3.639433834511096,3.5929197170966987,3.502537248958428,3.3507018818564,0.8928206452110066,0.03093483169507141,-0.22556710243225098,1.0,1.0,1.0
0.0,-0.13521434366703033,-1.856966495513916,0.6114751511617516,0.6627616143167829,-2.1796953593553683,-0.5113195389047059,-2.1479795512195143,-1.500670553281834,2.4987972665188316,1.4562351033427912,-0.9545854561133501,-1.4402904809477528,3.607856059592669,1.2630153212358006,0.011257642337097577,-0.5035199742970834,3.5572369837725772,3.588542391452241,3.6088083580098504,3.614267444832153,3.5983741363703508,3.5523785506833985,3.4629848072240668,3.312798603228442,0.8928206452110066,0.03093483169507141,-0.5155473947525024,1.0,1.0,1.0
