done,rewards,cumulative_reward,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,action_0,action_1,action_2,action_3
0.0,-0.20909810066223145,-0.20909810066223145,-0.4652383076335768,-0.11374065529418007,-3.264608466609818,-0.25942150136244785,1.0946459787123204,0.8515304282051824,1.697383647718897,-1.086623170005053,1.1128163523605699,-5.877748137930132,1.7752158592748954,0.5209163242987092,-1.119763804127124,1.4990127994846971,3.3572678902626865,3.3664695830608315,3.3527527100160377,3.3118780968879764,3.2365488056229847,3.118007125874021,2.944531949050693,2.711256475316043,0.7725391475089116,0.04493275726148163,-1.0,-1.0,1.0,-1.0
0.0,-0.0830904021859169,-0.29218849539756775,-0.3965117128365296,0.49146527748536994,-3.177306296684342,-0.9223026101725765,1.1076018077176044,0.08015506703248516,1.2503774033137107,-1.0861748283396846,-0.8986208347307143,-5.206262453186647,1.7909507843905486,0.20768544482376522,-1.119845222339415,-0.6671056800376904,3.2842216665662076,3.2932729656288635,3.279881918534762,3.239897278926694,3.1661757720940407,3.0501367105750967,2.880309506936511,2.651943529354983,0.7725391475089116,0.04493275726148163,-0.9381054639816284,-1.0,1.0,-1.0
0.0,-0.20947673916816711,-0.5016652345657349,-0.22629028260539424,1.1763069596489095,-3.093218394305825,-1.2966983726119077,0.923588369413431,-0.7828871045240918,0.8207401418495773,-1.0861752064318295,-0.8986208347307143,-4.546769254662883,1.7909507843905486,-0.0817692356563508,-1.1198455576697786,-0.6671056800376904,3.1837842924933306,3.1926282681257505,3.179684956227243,3.140925521146052,3.069411177992657,2.956818286707327,2.7920049426544655,2.5703892912489237,0.7725391475089116,0.04493275726148163,-1.0,-1.0,1.0,-1.0
0.0,-0.21077600121498108,-0.7124412059783936,-0.02396875043799454,1.3947911762180254,-3.059134434467694,-1.741279862706859,0.6649917847995358,-1.0926351762310693,0.403123317920055,-1.0861752064318295,-0.8986208347307143,-3.883011881739945,1.790951998556242,-0.3774494771254986,-1.1198444175465423,-0.6671056800376904,3.0507167647458844,3.0592851970293586,3.0469372156388657,3.0097989335553637,2.9412109310763044,2.833179957402323,2.67501180147484,2.462339999115371,0.7725391475089116,0.04493275726148163,-0.5799543261528015,-1.0,1.0,-0.9263929724693298
0.0,-0.19644297659397125,-0.9088841676712036,0.17359583734940814,1.36249044230296,-3.054116661046694,-2.2049245211652617,0.4067524671486319,-1.092633769346266,-0.017313227837845245,-1.0861750551949716,-0.8986208347307143,-3.2163322180597675,1.7909515570414443,-0.6745422889913907,-1.1198450211411968,-0.6671056800376904,2.8832138364042588,2.8914363255047895,2.8798360016624716,2.844740212007437,2.779836785295235,2.677548170300716,2.5277432367858004,2.3263284281323453,0.7725391475089116,0.04493275726148163,-0.12333416938781738,-1.0,1.0,-1.0
0.0,-0.1832873523235321,-1.092171549797058,0.35850347656251363,1.2765383475694452,-3.0560758142003355,-2.652647720478959,0.1644000212538922,-1.0256524954551407,-0.4433054495423401,-1.0861750551949716,-0.8986208347307143,-2.5468280935458893,1.7909507843905486,-0.9731661017673442,-1.1198450882072695,-0.6671056800376904,2.682430613014918,2.690238656889262,2.67953431728651,2.646886308419961,2.5863979390430805,2.4909942849898283,2.351213450552301,2.1632947582842674,0.7725391475089116,0.04493275726148163,0.17392587661743164,-1.0,1.0,-0.7472537159919739
0.0,-0.14053292572498322,-1.232704520225525,0.5378987309285079,1.2415109583638495,-3.0241354279491253,-2.9130271368419085,-0.12987248270505114,-1.3035132672978553,-0.48488215635236254,0.010604412280532554,-0.8986208347307143,-1.8752176000081993,1.790950674011849,-1.2822296279645369,-1.1198454235376332,-0.6671056800376904,2.462253609344097,2.469606459244513,2.459885242764373,2.429921717959867,2.3742750390049987,2.28642038888976,2.1576342623523734,1.984512648660992,0.7725391475089116,0.04493275726148163,0.12651759386062622,0.23602645099163055,1.0,-0.30289363861083984
0.0,-0.1401822715997696,-1.3728867769241333,0.6435569096748223,0.7380545117092333,-3.039709703822175,-3.029817064478526,-0.33653973323507697,-0.9353687327695516,-0.01252336270600327,1.451158831365631,-0.8986208347307143,-1.19911499843505,1.7909508947692478,-1.576882198205222,-1.1198452894054878,-0.6671056800376904,2.232176151850167,2.239053218569453,2.230360446993346,2.203200623851426,2.1526126981818736,2.072647676359685,1.95534926567549,1.7976914051203015,0.7725391475089116,0.04493275726148163,0.7760881781578064,1.0,1.0,-0.4393966495990753
0.0,-0.07055161148309708,-1.4434384107589722,0.5689563182654471,-0.4881500162836503,-3.233895428155345,-2.9746364917058514,-0.2966275218858415,0.20203518420628,0.46374138651852953,1.451158528891915,-0.8986208347307143,-0.5762696961134613,1.7909508947692478,-1.2341283745852063,1.1305192239567956,-0.6671056800376904,2.0045887989359095,2.0109953526595294,2.003319119398309,1.9789335909840398,1.933351111046321,1.8611893294000887,1.7552536573673985,1.6128924836256646,0.7725391475089116,0.04493275726148163,1.0,0.8628100752830505,1.0,0.8805774450302124
0.0,-0.0700303241610527,-1.5134687423706055,0.5005635371587634,-0.4438839401149769,-3.253826581643638,-3.859584588185234,-0.05880398323233916,1.0531496185334563,0.01905065556607853,-1.0861746771028267,-0.8986208347307143,0.09528078834741903,1.7909505636331498,-1.299817832638536,-0.24723037517940308,-0.6671056800376904,1.7105229126043857,1.7163222378502474,1.7099580625189752,1.6891574048888183,1.65004126342424,1.5879625965134248,1.4967114986344325,1.3741139698971396,0.7725391475089116,0.04493275726148163,1.0,-1.0,1.0,-0.4820047914981842
0.0,-0.06999516487121582,-1.5834639072418213,0.39613536426251694,-0.6916506333883476,-3.3113903264063316,-4.140835112660196,0.18009298269810756,1.0531498743306933,-0.4244224682332092,-1.0861750551949716,-0.8986208347307143,0.718880994769713,1.7909505636331498,-0.952063185085219,1.130518150899632,-0.6671056800376904,1.3950339212198613,1.400180978236146,1.3952263459015617,1.3782719982134481,1.3460932990844656,1.2948320336433148,1.2193330106634508,1.1179395762398856,0.7725391475089116,0.04493275726148163,1.0,-1.0,1.0,1.0
